episode:1, reward: -25.474401859023484, mean reward: -4.83, score: -207.63642269857726, epsilon: 0.8963810592303741, total steps: 129
episode:280, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8514343150389609, total steps: 1766
episode:281, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8514076010070293, total steps: 1767
episode:282, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8513808878655504, total steps: 1768
episode:283, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.851354175614495, total steps: 1769
episode:284, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.851327464253833, total steps: 1770
episode:285, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8513007537835348, total steps: 1771
episode:286, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8512740442035708, total steps: 1772
episode:287, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8512473355139113, total steps: 1773
episode:288, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8512206277145268, total steps: 1774
episode:289, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8511939208053871, total steps: 1775
episode:290, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8511672147864632, total steps: 1776
episode:291, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8511405096577248, total steps: 1777
episode:292, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8511138054191427, total steps: 1778
episode:293, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.851087102070687, total steps: 1779
episode:294, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8510603996123282, total steps: 1780
episode:295, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8510336980440363, total steps: 1781
episode:296, reward: -100, mean reward: 0.6, score: 3.0221873911200703, epsilon: 0.8509002035525456, total steps: 1786
episode:297, reward: -100, mean reward: 4.25, score: 76.55005606127182, epsilon: 0.8504198075636226, total steps: 1804
episode:298, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8503931273480432, total steps: 1805
episode:299, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8503664480217895, total steps: 1806
episode:300, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8503397695848319, total steps: 1807
episode:301, reward: -73.23216975872303, mean reward: -3.25, score: -272.9005199128645, epsilon: 0.8481019526357633, total steps: 1891
episode:302, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8480753496807272, total steps: 1892
episode:303, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8480487476124414, total steps: 1893
episode:304, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8480221464308765, total steps: 1894
episode:305, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8479955461360028, total steps: 1895
episode:306, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8479689467277909, total steps: 1896
episode:307, reward: -100, mean reward: 10.63, score: 212.66483402136566, epsilon: 0.8474371447170056, total steps: 1916
episode:308, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8474105639218641, total steps: 1917
episode:309, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8473839840127344, total steps: 1918
episode:310, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8473574049895867, total steps: 1919
episode:311, reward: -19.39717066008393, mean reward: -3.54, score: -212.5711477907227, epsilon: 0.8457642838318057, total steps: 1979
episode:312, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8457377587977644, total steps: 1980
episode:313, reward: -5.813209968786624, mean reward: -3.48, score: -201.94369444693874, epsilon: 0.844200818651625, total steps: 2038
episode:314, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.844174345732221, total steps: 2039
episode:315, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.844147873695233, total steps: 2040
episode:316, reward: -100, mean reward: -7.27, score: -36.32507414550192, epsilon: 0.8440155267455026, total steps: 2045
episode:317, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8439890600023926, total steps: 2046
episode:318, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8439625941414928, total steps: 2047
episode:319, reward: -336.55233657975924, mean reward: -336.55, score: -336.55233657975924, epsilon: 0.8439361291627735, total steps: 2048
episode:320, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8439096650662054, total steps: 2049
episode:321, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8438832018517591, total steps: 2050
episode:322, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8438567395194054, total steps: 2051
episode:323, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8438302780691147, total steps: 2052
episode:324, reward: -130.13007510257296, mean reward: -2.61, score: -273.9348614149121, epsilon: 0.8410567286387072, total steps: 2157
episode:325, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8410303605205569, total steps: 2158
episode:326, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8410039932813294, total steps: 2159
episode:327, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8409776269209951, total steps: 2160
episode:328, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8409512614395249, total steps: 2161
episode:329, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8409248968368894, total steps: 2162
episode:330, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8408985331130594, total steps: 2163
episode:331, reward: -34.03555698191451, mean reward: -1.8, score: -221.9627302439487, epsilon: 0.8376624875538514, total steps: 2286
episode:332, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.837636232575185, total steps: 2287
episode:333, reward: -100, mean reward: 26.57, score: 185.99655742654784, epsilon: 0.8374524722271252, total steps: 2294
episode:334, reward: -417.42736419098355, mean reward: -417.43, score: -417.42736419098355, epsilon: 0.8374262242488529, total steps: 2295
episode:335, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8373999771454989, total steps: 2296
episode:336, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8373737309170335, total steps: 2297
episode:337, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.837347485563428, total steps: 2298
episode:338, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8373212410846529, total steps: 2299
episode:339, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8372949974806793, total steps: 2300
episode:340, reward: -59.96724960250114, mean reward: -4.55, score: -236.5217484085847, epsilon: 0.8359315348273829, total steps: 2352
episode:341, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8359053375461791, total steps: 2353
episode:342, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8358791411382035, total steps: 2354
episode:343, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8358529456034268, total steps: 2355
episode:344, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8358267509418201, total steps: 2356
episode:345, reward: -100, mean reward: -6.33, score: -113.90529671566287, epsilon: 0.8353553963117848, total steps: 2374
episode:346, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.835329218234878, total steps: 2375
episode:347, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8353030410305594, total steps: 2376
episode:348, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8352768646987996, total steps: 2377
episode:349, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8352506892395698, total steps: 2378
episode:350, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8352245146528408, total steps: 2379
episode:351, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8351983409385833, total steps: 2380
episode:352, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8351721680967684, total steps: 2381
episode:353, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8351459961273671, total steps: 2382
episode:354, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8351198250303502, total steps: 2383
episode:355, reward: -111.53714996761909, mean reward: -2.45, score: -239.66869877012488, epsilon: 0.8325592847613408, total steps: 2481
episode:356, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8325331998865991, total steps: 2482
episode:357, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8325071158813387, total steps: 2483
episode:358, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8324810327455308, total steps: 2484
episode:359, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.832454950479146, total steps: 2485
episode:360, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8324288690821557, total steps: 2486
episode:361, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.832402788554531, total steps: 2487
episode:362, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8323767088962425, total steps: 2488
episode:363, reward: -3.683818920907097, mean reward: -3.32, score: -202.27229657782055, epsilon: 0.8307874925056944, total steps: 2549
episode:364, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8307614666897102, total steps: 2550
episode:365, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8307354417412388, total steps: 2551
episode:366, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8307094176602512, total steps: 2552
episode:367, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8306833944467185, total steps: 2553
episode:368, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8306573721006117, total steps: 2554
episode:369, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8306313506219022, total steps: 2555
episode:370, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8306053300105606, total steps: 2556
episode:371, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8305793102665584, total steps: 2557
episode:372, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8305532913898666, total steps: 2558
episode:373, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8305272733804562, total steps: 2559
episode:374, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8305012562382982, total steps: 2560
episode:375, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8304752399633639, total steps: 2561
episode:376, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8304492245556243, total steps: 2562
episode:377, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8304232100150506, total steps: 2563
episode:378, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8303971963416138, total steps: 2564
episode:379, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8303711835352848, total steps: 2565
episode:380, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.830345171596035, total steps: 2566
episode:381, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8303191605238355, total steps: 2567
episode:382, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8302931503186572, total steps: 2568
episode:383, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8302671409804713, total steps: 2569
episode:384, reward: -100, mean reward: -7.0, score: -49.01343628530993, epsilon: 0.8300850998865293, total steps: 2576
episode:385, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8300590974832424, total steps: 2577
episode:386, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8300330959466875, total steps: 2578
episode:387, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8300070952768362, total steps: 2579
episode:388, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8299810954736594, total steps: 2580
episode:389, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8299550965371283, total steps: 2581
episode:390, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8299290984672141, total steps: 2582
episode:391, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8299031012638877, total steps: 2583
episode:392, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8298771049271201, total steps: 2584
episode:393, reward: -416.45158924055403, mean reward: -416.45, score: -416.45158924055403, epsilon: 0.8298511094568828, total steps: 2585
episode:394, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8298251148531467, total steps: 2586
episode:395, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8297991211158829, total steps: 2587
episode:396, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8297731282450627, total steps: 2588
episode:397, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.829747136240657, total steps: 2589
episode:398, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8297211451026371, total steps: 2590
episode:399, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8296951548309739, total steps: 2591
episode:400, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8296691654256386, total steps: 2592
episode:401, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8296431768866025, total steps: 2593
episode:402, reward: -9.694412990926264, mean reward: -2.14, score: -207.1571097404642, epsilon: 0.8271264015940157, total steps: 2690
episode:403, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8271004978123614, total steps: 2691
episode:404, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.827074594894152, total steps: 2692
episode:405, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8270486928393589, total steps: 2693
episode:406, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8270227916479532, total steps: 2694
episode:407, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8269968913199061, total steps: 2695
episode:408, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.826970991855189, total steps: 2696
episode:409, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8269450932537729, total steps: 2697
episode:410, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.826919195515629, total steps: 2698
episode:411, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8268932986407289, total steps: 2699
episode:412, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8268674026290435, total steps: 2700
episode:413, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.826841507480544, total steps: 2701
episode:414, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8268156131952017, total steps: 2702
episode:415, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8267897197729881, total steps: 2703
episode:416, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8267638272138741, total steps: 2704
episode:417, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8267379355178308, total steps: 2705
episode:418, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8267120446848298, total steps: 2706
episode:419, reward: -425.92815451894467, mean reward: -425.93, score: -425.92815451894467, epsilon: 0.8266861547148422, total steps: 2707
episode:420, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8266602656078393, total steps: 2708
episode:421, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8266343773637922, total steps: 2709
episode:422, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8266084899826721, total steps: 2710
episode:423, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8265826034644504, total steps: 2711
episode:424, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8265567178090982, total steps: 2712
episode:425, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8265308330165869, total steps: 2713
episode:426, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8265049490868875, total steps: 2714
episode:427, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8264790660199716, total steps: 2715
episode:428, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.82645318381581, total steps: 2716
episode:429, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8264273024743741, total steps: 2717
episode:430, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8264014219956354, total steps: 2718
episode:431, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8263755423795649, total steps: 2719
episode:432, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8263496636261339, total steps: 2720
episode:433, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8263237857353136, total steps: 2721
episode:434, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8262979087070752, total steps: 2722
episode:435, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8262720325413901, total steps: 2723
episode:436, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8262461572382296, total steps: 2724
episode:437, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8262202827975647, total steps: 2725
episode:438, reward: -100, mean reward: -3.67, score: -268.07705108623895, epsilon: 0.8243337762898595, total steps: 2798
episode:439, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8243079655941639, total steps: 2799
episode:440, reward: -100, mean reward: 42.48, score: 169.91781056574246, epsilon: 0.8242047314145162, total steps: 2803
episode:441, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8241789250202447, total steps: 2804
episode:442, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.824153119486172, total steps: 2805
episode:443, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8241273148122693, total steps: 2806
episode:444, reward: -100, mean reward: -0.95, score: -42.62215065342107, epsilon: 0.8229669942979967, total steps: 2851
episode:445, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8229412291609415, total steps: 2852
episode:446, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8229154648827097, total steps: 2853
episode:447, reward: -100, mean reward: 8.16, score: 293.8593414302373, epsilon: 0.8219885226014524, total steps: 2889
episode:448, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8219627900795767, total steps: 2890
episode:449, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8219370584154375, total steps: 2891
episode:450, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8219113276090062, total steps: 2892
episode:451, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.821885597660254, total steps: 2893
episode:452, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8218598685691526, total steps: 2894
episode:453, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8218341403356733, total steps: 2895
episode:454, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8218084129597873, total steps: 2896
episode:455, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8217826864414663, total steps: 2897
episode:456, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8217569607806818, total steps: 2898
episode:457, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8217312359774048, total steps: 2899
episode:458, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.821705512031607, total steps: 2900
episode:459, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8216797889432599, total steps: 2901
episode:460, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8216540667123347, total steps: 2902
episode:461, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8216283453388029, total steps: 2903
episode:462, reward: -28.480827003262707, mean reward: -1.85, score: -214.33894484764875, epsilon: 0.8186504766598084, total steps: 3019
episode:463, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8186248554042763, total steps: 3020
episode:464, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8185992350027719, total steps: 3021
episode:465, reward: -7.661583973905541, mean reward: -3.43, score: -205.52897119812903, epsilon: 0.8170635727069496, total steps: 3081
episode:466, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8170380043473344, total steps: 3082
episode:467, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8170124368399837, total steps: 3083
episode:468, reward: -11.443327132969353, mean reward: -5.65, score: -203.4739401335305, epsilon: 0.8160925739438969, total steps: 3119
episode:469, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8160670379503677, total steps: 3120
episode:470, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8160415028080241, total steps: 3121
episode:471, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8160159685168377, total steps: 3122
episode:472, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8159904350767802, total steps: 3123
episode:473, reward: -100, mean reward: -9.79, score: -127.26451441518739, epsilon: 0.8156585777958507, total steps: 3136
episode:474, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8156330562686186, total steps: 3137
episode:475, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8156075355920901, total steps: 3138
episode:476, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8155820157662365, total steps: 3139
episode:477, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8155564967910295, total steps: 3140
episode:478, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.815530978666441, total steps: 3141
episode:479, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8155054613924423, total steps: 3142
episode:480, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8154799449690053, total steps: 3143
episode:481, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8154544293961016, total steps: 3144
episode:482, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8154289146737027, total steps: 3145
episode:483, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8154034008017805, total steps: 3146
episode:484, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8153778877803065, total steps: 3147
episode:485, reward: -39.63067498988111, mean reward: -3.36, score: -225.10641322217415, epsilon: 0.8136704511781624, total steps: 3214
episode:486, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8136449959207132, total steps: 3215
episode:487, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8136195415117582, total steps: 3216
episode:488, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8135940879512695, total steps: 3217
episode:489, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8135686352392187, total steps: 3218
episode:490, reward: -332.69982568470357, mean reward: -332.7, score: -332.69982568470357, epsilon: 0.8135431833755775, total steps: 3219
episode:491, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8135177323603175, total steps: 3220
episode:492, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8134922821934106, total steps: 3221
episode:493, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8134668328748287, total steps: 3222
episode:494, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.813441384404543, total steps: 3223
episode:495, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8134159367825254, total steps: 3224
episode:496, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8133904900087481, total steps: 3225
episode:497, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8133650440831822, total steps: 3226
episode:498, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8133395990057998, total steps: 3227
episode:499, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8133141547765724, total steps: 3228
episode:500, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8132887113954719, total steps: 3229
episode:501, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8132632688624699, total steps: 3230
episode:502, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8132378271775383, total steps: 3231
episode:503, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8132123863406486, total steps: 3232
episode:504, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8131869463517728, total steps: 3233
episode:505, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8131615072108824, total steps: 3234
episode:506, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8131360689179494, total steps: 3235
episode:507, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8131106314729452, total steps: 3236
episode:508, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8130851948758417, total steps: 3237
episode:509, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8130597591266108, total steps: 3238
episode:510, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8130343242252239, total steps: 3239
episode:511, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8130088901716529, total steps: 3240
episode:512, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8129834569658697, total steps: 3241
episode:513, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8129580246078458, total steps: 3242
episode:514, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8129325930975531, total steps: 3243
episode:515, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8129071624349632, total steps: 3244
episode:516, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8128817326200479, total steps: 3245
episode:517, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8128563036527792, total steps: 3246
episode:518, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8128308755331284, total steps: 3247
episode:519, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8128054482610675, total steps: 3248
episode:520, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8127800218365683, total steps: 3249
episode:521, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8127545962596023, total steps: 3250
episode:522, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8127291715301416, total steps: 3251
episode:523, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8127037476481576, total steps: 3252
episode:524, reward: -417.07913281380644, mean reward: -417.08, score: -417.07913281380644, epsilon: 0.8126783246136222, total steps: 3253
episode:525, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8126529024265072, total steps: 3254
episode:526, reward: -425.8502906715149, mean reward: -425.85, score: -425.8502906715149, epsilon: 0.8126274810867844, total steps: 3255
episode:527, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8126020605944254, total steps: 3256
episode:528, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.812576640949402, total steps: 3257
episode:529, reward: -30.503488636803848, mean reward: -3.19, score: -210.68046963910862, epsilon: 0.810900816422209, total steps: 3323
episode:530, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8108754534843796, total steps: 3324
episode:531, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8108500913919673, total steps: 3325
episode:532, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.810824730144944, total steps: 3326
episode:533, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8107993697432816, total steps: 3327
episode:534, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8107740101869518, total steps: 3328
episode:535, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8107486514759265, total steps: 3329
episode:536, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8107232936101774, total steps: 3330
episode:537, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8106979365896764, total steps: 3331
episode:538, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8106725804143954, total steps: 3332
episode:539, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.810647225084306, total steps: 3333
episode:540, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8106218705993803, total steps: 3334
episode:541, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.81059651695959, total steps: 3335
episode:542, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8105711641649069, total steps: 3336
episode:543, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.810545812215303, total steps: 3337
episode:544, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8105204611107498, total steps: 3338
episode:545, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8104951108512195, total steps: 3339
episode:546, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8104697614366837, total steps: 3340
episode:547, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8104444128671143, total steps: 3341
episode:548, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8104190651424832, total steps: 3342
episode:549, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8103937182627621, total steps: 3343
episode:550, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8103683722279229, total steps: 3344
episode:551, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8103430270379376, total steps: 3345
episode:552, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8103176826927777, total steps: 3346
episode:553, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8102923391924153, total steps: 3347
episode:554, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8102669965368222, total steps: 3348
episode:555, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8102416547259702, total steps: 3349
episode:556, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.810216313759831, total steps: 3350
episode:557, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8101909736383768, total steps: 3351
