episode:1, reward: -9.089462863111494, mean reward: -1.7, score: -201.8934829162613, epsilon: 0.893311454540539, total steps: 238
episode:244, reward: -15.526940317567135, mean reward: -2.1, score: -204.05073084177334, epsilon: 0.5682734590317419, total steps: 14843
episode:245, reward: -9.98101859159512, mean reward: -5.45, score: -207.1968770756409, epsilon: 0.5676173949119624, total steps: 14881
episode:246, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5676001412863606, total steps: 14882
episode:247, reward: -5.852164721270013, mean reward: -1.72, score: -203.0378549259977, epsilon: 0.5655682460775174, total steps: 15000
episode:248, reward: -25.343930028234485, mean reward: -1.69, score: -201.3473558398725, epsilon: 0.5635272094336344, total steps: 15119
episode:249, reward: -332.2734164783569, mean reward: -332.27, score: -332.2734164783569, epsilon: 0.5635100921452763, total steps: 15120
episode:250, reward: -16.64346186551637, mean reward: -1.82, score: -200.23359760750387, epsilon: 0.5616306695212034, total steps: 15230
episode:251, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5616136154497888, total steps: 15231
episode:252, reward: -6.335946589843734, mean reward: -1.3, score: -202.55204191755502, epsilon: 0.5589601296916065, total steps: 15387
episode:253, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5589431646367025, total steps: 15388
episode:254, reward: -13.221197557933106, mean reward: -1.47, score: -212.2805699635505, epsilon: 0.5565060911021087, total steps: 15532
episode:255, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5564892078471277, total steps: 15533
episode:256, reward: -6.628514983442077, mean reward: -5.33, score: -202.35099871082122, epsilon: 0.5558480609959177, total steps: 15571
episode:257, reward: -15.090626207841563, mean reward: -1.29, score: -200.5628233870437, epsilon: 0.5532412527343866, total steps: 15726
episode:258, reward: -332.3235091468953, mean reward: -332.32, score: -332.3235091468953, epsilon: 0.5532244783055374, total steps: 15727
episode:259, reward: -13.18965607231145, mean reward: -2.13, score: -204.06856196063114, epsilon: 0.5516167337382093, total steps: 15823
episode:260, reward: -7.002541173524481, mean reward: -2.64, score: -200.52066205522908, epsilon: 0.5503475796200511, total steps: 15899
episode:261, reward: -15.957068225455332, mean reward: -1.37, score: -213.43244854959778, epsilon: 0.5477525251950518, total steps: 16055
episode:262, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5477359337207381, total steps: 16056
episode:263, reward: -11.697143530665741, mean reward: -2.64, score: -200.8990273804306, epsilon: 0.5464765985200775, total steps: 16132
episode:264, reward: -15.786402414162641, mean reward: -1.42, score: -214.7292146170023, epsilon: 0.5439839447486822, total steps: 16283
episode:265, reward: -6.323725565652122, mean reward: -3.54, score: -201.6966614222577, epsilon: 0.543046266330242, total steps: 16340
episode:266, reward: -11.454659123909146, mean reward: -0.94, score: -201.86421862561153, epsilon: 0.5395253995969589, total steps: 16555
episode:267, reward: -426.28352744411956, mean reward: -426.28, score: -426.28352744411956, epsilon: 0.5395090823555946, total steps: 16556
episode:268, reward: -14.410506521862605, mean reward: -1.76, score: -207.30554622961222, epsilon: 0.5375874616298898, total steps: 16674
episode:269, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.537571208985381, total steps: 16675
episode:270, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5375549568826181, total steps: 16676
episode:271, reward: -332.3172439885726, mean reward: -332.32, score: -332.3172439885726, epsilon: 0.5375387053215829, total steps: 16677
episode:272, reward: -7.918631253194429, mean reward: -1.54, score: -206.59183441890772, epsilon: 0.5353658886741667, total steps: 16811
episode:273, reward: -18.327758708665964, mean reward: -2.15, score: -210.6288846871894, epsilon: 0.533782946983571, total steps: 16909
episode:274, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5337668211541036, total steps: 16910
episode:275, reward: -14.410991483822876, mean reward: -1.61, score: -212.32853392100594, epsilon: 0.5316429231432039, total steps: 17042
episode:276, reward: -9.644815361924863, mean reward: -2.95, score: -203.37201641159157, epsilon: 0.530536417389376, total steps: 17111
episode:277, reward: -9.842726385470566, mean reward: -1.74, score: -200.66935259332402, epsilon: 0.5286978872235489, total steps: 17226
episode:278, reward: -11.501418578642037, mean reward: -1.95, score: -201.15022210844904, epsilon: 0.5270571759767496, total steps: 17329
episode:279, reward: -11.375476745752698, mean reward: -4.01, score: -200.57606108973744, epsilon: 0.5262627428949198, total steps: 17379
episode:280, reward: -1.018341918808828, mean reward: -1.94, score: -200.13997198169824, epsilon: 0.5246303779742569, total steps: 17482
episode:281, reward: -7.2218391373355315, mean reward: -4.6, score: -206.88292179717484, epsilon: 0.5239189660995913, total steps: 17527
episode:282, reward: -23.858492249035436, mean reward: -1.74, score: -203.9681498501495, epsilon: 0.522074281604705, total steps: 17644
episode:283, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5220585460575787, total steps: 17645
episode:284, reward: -7.836795146475279, mean reward: -1.28, score: -203.4055376298861, epsilon: 0.5195632541281463, total steps: 17804
episode:285, reward: -425.6229276310202, mean reward: -425.62, score: -425.6229276310202, epsilon: 0.519547602280541, total steps: 17805
episode:286, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5195319509546551, total steps: 17806
episode:287, reward: -4.188082302674575, mean reward: -1.41, score: -200.80149769053614, epsilon: 0.517314751232405, total steps: 17948
episode:288, reward: -426.05545881221707, mean reward: -426.06, score: -426.05545881221707, epsilon: 0.517299174333647, total steps: 17949
episode:289, reward: -11.18042020389711, mean reward: -2.03, score: -208.6900997224862, epsilon: 0.5156975315618434, total steps: 18052
episode:290, reward: -12.087583377203323, mean reward: -2.59, score: -202.28250117377289, epsilon: 0.5144882906741424, total steps: 18130
episode:291, reward: -10.304700720464293, mean reward: -4.28, score: -205.40539582643638, epsilon: 0.5137457036371119, total steps: 18178
episode:292, reward: -6.245254589038639, mean reward: -1.52, score: -205.43518816691247, epsilon: 0.5116635363607728, total steps: 18313
episode:293, reward: -336.5728055929083, mean reward: -336.57, score: -336.5728055929083, epsilon: 0.5116481478327042, total steps: 18314
episode:294, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5116327598175782, total steps: 18315
episode:295, reward: -14.888957818621378, mean reward: -1.4, score: -207.14606810809275, epsilon: 0.5093609798671935, total steps: 18463
episode:296, reward: -20.4837265458339, mean reward: -1.65, score: -207.8888714301616, epsilon: 0.5074357096493551, total steps: 18589
episode:297, reward: -15.495375288536385, mean reward: -1.18, score: -210.21225111074853, epsilon: 0.5047296270892038, total steps: 18767
episode:298, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5047144696875923, total steps: 18768
episode:299, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.504699312791219, total steps: 18769
episode:300, reward: -19.2826112924175, mean reward: -1.49, score: -201.5482651969921, epsilon: 0.5026577628162168, total steps: 18904
episode:301, reward: -23.582096585642024, mean reward: -1.2, score: -221.89096834179503, epsilon: 0.49987496239877455, total steps: 19089
episode:302, reward: -12.203029493141173, mean reward: -2.33, score: -211.98075060593942, epsilon: 0.4985124092631707, total steps: 19180
episode:303, reward: -7.44017482914325, mean reward: -1.29, score: -200.06385477751937, epsilon: 0.49620107124684126, total steps: 19335
episode:304, reward: -3.9541195520910217, mean reward: -2.09, score: -200.21007502616393, epsilon: 0.49477550993343156, total steps: 19431
episode:305, reward: -417.5645148134928, mean reward: -417.56, score: -417.5645148134928, epsilon: 0.49476068433019516, total steps: 19432
episode:306, reward: -16.058293071229848, mean reward: -3.45, score: -206.77204682329403, epsilon: 0.4938720518901856, total steps: 19492
episode:307, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4938572564017154, total steps: 19493
episode:308, reward: -7.86963964869985, mean reward: -1.32, score: -200.94686865986046, epsilon: 0.4916140671807344, total steps: 19645
episode:309, reward: -425.86694258034896, mean reward: -425.87, score: -425.86694258034896, epsilon: 0.49159934695716684, total steps: 19646
episode:310, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.49158462722426527, total steps: 19647
episode:311, reward: -16.335610415276854, mean reward: -1.46, score: -204.85743335065246, epsilon: 0.48952869985886405, total steps: 19787
episode:312, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.48951404914638197, total steps: 19788
episode:313, reward: -26.362786175400966, mean reward: -0.91, score: -216.29900399278245, epsilon: 0.48605556714898496, total steps: 20025
episode:314, reward: -332.481626191708, mean reward: -332.48, score: -332.481626191708, epsilon: 0.4860410322056638, total steps: 20026
episode:315, reward: -26.45243800421425, mean reward: -1.07, score: -203.62144593514785, epsilon: 0.4832881656142727, total steps: 20216
episode:316, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.48327372291613185, total steps: 20217
episode:317, reward: -27.323560849331496, mean reward: -2.3, score: -225.60668060464343, epsilon: 0.4818606713287674, total steps: 20315
episode:318, reward: -417.3078628387023, mean reward: -417.31, score: -417.3078628387023, epsilon: 0.4818462762129764, total steps: 20316
episode:319, reward: -8.542668319428632, mean reward: -1.09, score: -201.122301380035, epsilon: 0.4792057250201619, total steps: 20500
episode:320, reward: -16.084914605837355, mean reward: -1.43, score: -210.1363528220242, epsilon: 0.477107761176654, total steps: 20647
episode:321, reward: -5.108665559205022, mean reward: -5.3, score: -201.4505542007346, epsilon: 0.4765671005032118, total steps: 20685
episode:322, reward: -4.2080161879346, mean reward: -0.99, score: -201.05493283017182, epsilon: 0.47369040691289616, total steps: 20888
episode:323, reward: -425.8769368828274, mean reward: -425.88, score: -425.8769368828274, epsilon: 0.47367628413471335, total steps: 20889
episode:324, reward: -14.522535396595408, mean reward: -0.97, score: -202.8253146819912, epsilon: 0.4707349303008344, total steps: 21098
episode:325, reward: -417.57752598538104, mean reward: -417.58, score: -417.57752598538104, epsilon: 0.47072090603689676, total steps: 21099
episode:326, reward: -9.612644042678879, mean reward: -1.11, score: -202.88065928842212, epsilon: 0.4681623201308287, total steps: 21282
episode:327, reward: -9.125356833516689, mean reward: -1.25, score: -200.4635158176982, epsilon: 0.46593805772885943, total steps: 21442
episode:328, reward: -17.25004525881077, mean reward: -1.42, score: -208.60410157125284, epsilon: 0.4639049464365693, total steps: 21589
episode:329, reward: -14.430951486050656, mean reward: -2.76, score: -201.6209952541907, epsilon: 0.4628990021288404, total steps: 21662
episode:330, reward: -7.129059296582143, mean reward: -2.1, score: -205.69762388158117, epsilon: 0.4615523993705368, total steps: 21760
episode:331, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4615386811858621, total steps: 21761
episode:332, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4615249634584527, total steps: 21762
episode:333, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.46151124618829314, total steps: 21763
episode:334, reward: -425.8952815643157, mean reward: -425.9, score: -425.8952815643157, epsilon: 0.46149752937536836, total steps: 21764
episode:335, reward: -1.0308659594763045, mean reward: -0.88, score: -200.80074421125576, epsilon: 0.4583956151119089, total steps: 21991
episode:336, reward: -14.844374027771135, mean reward: -4.01, score: -200.37852725604327, epsilon: 0.4577155226545323, total steps: 22041
episode:337, reward: -28.1926407826564, mean reward: -1.11, score: -216.1787537657531, epsilon: 0.4550739661165002, total steps: 22236
episode:338, reward: -332.48807543786216, mean reward: -332.49, score: -332.48807543786216, epsilon: 0.45506046387600163, total steps: 22237
episode:339, reward: -6.744689352431234, mean reward: -4.81, score: -206.74294735514616, epsilon: 0.4544802930994965, total steps: 22280
episode:340, reward: -6.83016979069622, mean reward: -1.39, score: -201.84228517248215, epsilon: 0.45253002196812336, total steps: 22425
episode:341, reward: -16.738600019925663, mean reward: -3.62, score: -202.6005870253345, epsilon: 0.4517793334543734, total steps: 22481
episode:342, reward: -6.197098899560822, mean reward: -4.18, score: -200.83725737712967, epsilon: 0.4511370005242215, total steps: 22529
episode:343, reward: -5.119107632752341, mean reward: -1.14, score: -203.68180693532963, epsilon: 0.44875067603546454, total steps: 22708
episode:344, reward: -332.2910031491348, mean reward: -332.29, score: -332.2910031491348, epsilon: 0.44873738456778905, total steps: 22709
episode:345, reward: -14.259365784088988, mean reward: -2.14, score: -209.53856367308362, epsilon: 0.4474369676156304, total steps: 22807
episode:346, reward: -12.724625973615392, mean reward: -1.26, score: -205.8635561720942, epsilon: 0.44528341587175707, total steps: 22970
episode:347, reward: -336.1926003487936, mean reward: -336.19, score: -336.1926003487936, epsilon: 0.44527023997749415, total steps: 22971
episode:348, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.44525706452242036, total steps: 22972
episode:349, reward: -9.056893371411933, mean reward: -1.39, score: -204.65924735768775, epsilon: 0.4433250422265385, total steps: 23119
episode:350, reward: -332.32367870138046, mean reward: -332.32, score: -332.32367870138046, epsilon: 0.44331193161030913, total steps: 23120
episode:351, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4432988214310929, total steps: 23121
episode:352, reward: -332.6188490981548, mean reward: -332.62, score: -332.6188490981548, epsilon: 0.4432857116888755, total steps: 23122
episode:353, reward: -6.403132007060595, mean reward: -3.3, score: -204.8900000868348, epsilon: 0.44247376052325077, total steps: 23184
episode:354, reward: -22.642458566364475, mean reward: -1.23, score: -213.65621876367962, epsilon: 0.440204001376629, total steps: 23358
episode:355, reward: -9.875061313577204, mean reward: -2.99, score: -200.6205494062962, epsilon: 0.4393335181749444, total steps: 23425
episode:356, reward: -6.870421947320861, mean reward: -4.66, score: -200.46906149739422, epsilon: 0.4387758732065919, total steps: 23468
episode:357, reward: -9.859481043954064, mean reward: -2.45, score: -203.56266245964022, epsilon: 0.4377017465177933, total steps: 23551
episode:358, reward: -6.626828627003486, mean reward: -1.35, score: -202.66939636974382, epsilon: 0.43576807599000245, total steps: 23701
episode:359, reward: -12.220347403564258, mean reward: -1.91, score: -200.50923450993034, epsilon: 0.43442024779927885, total steps: 23806
episode:360, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4344074340045833, total steps: 23807
episode:361, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4343946206370072, total steps: 23808
episode:362, reward: -29.247497600386843, mean reward: -1.12, score: -217.61893777404086, epsilon: 0.4319168887245024, total steps: 24002
episode:363, reward: -417.05776380562236, mean reward: -417.06, score: -417.05776380562236, epsilon: 0.43190415837371865, total steps: 24003
episode:364, reward: -13.386590250348878, mean reward: -1.93, score: -211.80025269155337, epsilon: 0.4305064072360993, total steps: 24113
episode:365, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4304937239005815, total steps: 24114
episode:366, reward: -417.33517258528826, mean reward: -417.34, score: -417.33517258528826, epsilon: 0.4304810409878346, total steps: 24115
episode:367, reward: -16.662103196761088, mean reward: -2.05, score: -215.0801305088252, epsilon: 0.4291516850742764, total steps: 24220
episode:368, reward: -4.456935597137188, mean reward: -6.31, score: -202.007191983939, epsilon: 0.4287474722287068, total steps: 24252
episode:369, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.42873484752337876, total steps: 24253
episode:370, reward: -6.546167972349885, mean reward: -1.98, score: -203.71751058081517, epsilon: 0.42743675421552974, total steps: 24356
episode:371, reward: -13.551434141535482, mean reward: -2.12, score: -203.5725483143374, epsilon: 0.42623088701856165, total steps: 24452
episode:372, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4262183461980092, total steps: 24453
episode:373, reward: -23.217640632922574, mean reward: -1.74, score: -213.66072588362314, epsilon: 0.4246790087766657, total steps: 24576
episode:374, reward: -332.4771562705121, mean reward: -332.48, score: -332.4771562705121, epsilon: 0.42466651968452584, total steps: 24577
episode:375, reward: -11.03701037938795, mean reward: -1.72, score: -208.40696670870312, epsilon: 0.42315840812457883, total steps: 24698
episode:376, reward: -15.911397727874215, mean reward: -3.34, score: -210.135810587244, epsilon: 0.4223755977061394, total steps: 24761
episode:377, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4223631853930889, total steps: 24762
episode:378, reward: -336.7264286750148, mean reward: -336.73, score: -336.7264286750148, epsilon: 0.4223507734937753, total steps: 24763
episode:379, reward: -6.513480278147794, mean reward: -1.37, score: -203.17755475142232, epsilon: 0.4205183666644427, total steps: 24911
episode:380, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.42050601625806183, total steps: 24912
episode:381, reward: -11.328483105270543, mean reward: -0.93, score: -203.9113339449607, epsilon: 0.4177989103257554, total steps: 25132
episode:382, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4177866505664083, total steps: 25133
episode:383, reward: -17.190831844247054, mean reward: -1.47, score: -210.4315410270683, epsilon: 0.41603770582849653, total steps: 25276
episode:384, reward: -10.633939618651956, mean reward: -3.45, score: -203.65284486926507, epsilon: 0.41531853908612854, total steps: 25335
episode:385, reward: -4.968748130396087, mean reward: -2.12, score: -201.29970543729374, epsilon: 0.414163526780357, total steps: 25430
episode:386, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4141513881984418, total steps: 25431
episode:387, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.41413925002113927, total steps: 25432
episode:388, reward: -16.041411748706935, mean reward: -2.21, score: -208.1662461859678, epsilon: 0.41300006602468864, total steps: 25526
episode:389, reward: -6.045184702453228, mean reward: -3.15, score: -201.6006066485525, epsilon: 0.41222649132356914, total steps: 25590
episode:390, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.4122144173084264, total steps: 25591
episode:391, reward: -336.5962306648572, mean reward: -336.6, score: -336.5962306648572, epsilon: 0.41220234369574416, total steps: 25592
episode:392, reward: -18.11862277130937, mean reward: -0.93, score: -202.8897073418362, epsilon: 0.40959186601918957, total steps: 25809
episode:393, reward: -5.963720024345927, mean reward: -2.03, score: -205.2834287551406, epsilon: 0.4083832756722338, total steps: 25910
episode:394, reward: -7.7436930289835155, mean reward: -5.74, score: -206.47735303930745, epsilon: 0.40795347367420215, total steps: 25946
episode:395, reward: -1.7144276572990373, mean reward: -2.63, score: -200.07250703533416, epsilon: 0.4070478058711426, total steps: 26022
episode:396, reward: -25.7732704639202, mean reward: -1.66, score: -204.74962290547631, epsilon: 0.4055869067567311, total steps: 26145
episode:397, reward: -417.4037384287685, mean reward: -417.4, score: -417.4037384287685, epsilon: 0.4055750540573852, total steps: 26146
episode:398, reward: -18.703370689320845, mean reward: -1.18, score: -211.59731783503693, epsilon: 0.40344799130249004, total steps: 26326
episode:399, reward: -12.39737685610328, mean reward: -3.4, score: -207.20376445248286, epsilon: 0.40273004388074657, total steps: 26387
episode:400, reward: -2.9326447952140793, mean reward: -3.11, score: -202.45704562918576, epsilon: 0.4019666227905058, total steps: 26452
episode:401, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.40195489076528096, total steps: 26453
episode:402, reward: -12.703710994152765, mean reward: -2.44, score: -200.25740738181057, epsilon: 0.40099419428050753, total steps: 26535
episode:403, reward: -15.16337374984468, mean reward: -2.61, score: -211.68853334781215, epsilon: 0.4000477881791286, total steps: 26616
episode:404, reward: -3.1649675689555146, mean reward: -1.3, score: -201.110120352101, epsilon: 0.3982438720696956, total steps: 26771
episode:405, reward: -8.44136372061699, mean reward: -1.72, score: -203.2338007860705, epsilon: 0.3968768031708949, total steps: 26889
episode:406, reward: -3.4653142757762727, mean reward: -4.78, score: -200.76176492361373, epsilon: 0.39639151542713996, total steps: 26931
episode:407, reward: -6.405668276407097, mean reward: -1.43, score: -202.29787032682898, epsilon: 0.39476729521205545, total steps: 27072
episode:408, reward: -24.63774961503031, mean reward: -1.47, score: -213.17640981524752, epsilon: 0.3931049405451785, total steps: 27217
episode:409, reward: -6.869222807960931, mean reward: -2.54, score: -206.09096228172416, epsilon: 0.39217980669841834, total steps: 27298
episode:410, reward: -16.845175063631686, mean reward: -1.01, score: -203.51331655460552, epsilon: 0.38988353545548, total steps: 27500
episode:411, reward: -20.668991572564035, mean reward: -0.78, score: -201.65837427387098, epsilon: 0.3869506058676899, total steps: 27760
episode:412, reward: -426.02934128879934, mean reward: -426.03, score: -426.02934128879934, epsilon: 0.3869393743680204, total steps: 27761
episode:413, reward: -18.0716698151204, mean reward: -2.26, score: -214.4174461875664, epsilon: 0.385874087277287, total steps: 27856
episode:414, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.38586289166097243, total steps: 27857
episode:415, reward: -10.142229793374355, mean reward: -0.72, score: -209.05876012812288, epsilon: 0.38264294677367894, total steps: 28146
episode:416, reward: -417.42131999228684, mean reward: -417.42, score: -417.42131999228684, epsilon: 0.3826318588602527, total steps: 28147
episode:417, reward: -10.527042811148233, mean reward: -3.23, score: -206.4238500761666, epsilon: 0.38192300061232304, total steps: 28211
episode:418, reward: -11.536279050184412, mean reward: -1.16, score: -205.77157081347812, epsilon: 0.37995942185289777, total steps: 28389
episode:419, reward: -23.727441792268614, mean reward: -1.17, score: -218.5680392049675, epsilon: 0.37790907168679616, total steps: 28576
episode:420, reward: -336.5980465067617, mean reward: -336.6, score: -336.5980465067617, epsilon: 0.3778981415665763, total steps: 28577
episode:421, reward: -14.026892162352702, mean reward: -2.14, score: -202.89389910510272, epsilon: 0.37686143976245645, total steps: 28672
episode:422, reward: -6.525578217116865, mean reward: -0.65, score: -200.9780302677124, epsilon: 0.37352282983715396, total steps: 28980
episode:423, reward: -417.09308577814767, mean reward: -417.09, score: -417.09308577814767, epsilon: 0.373512045922559, total steps: 28981
episode:424, reward: -4.0158086064662415, mean reward: -1.49, score: -202.5451646239952, epsilon: 0.3720487772293968, total steps: 29117
episode:425, reward: -2.288195594155795, mean reward: -6.28, score: -201.03005155196914, epsilon: 0.37170544167853253, total steps: 29149
episode:426, reward: -8.201476956659471, mean reward: -1.31, score: -202.44082949069323, epsilon: 0.3700475833850837, total steps: 29304
episode:427, reward: -4.715140348685546, mean reward: -5.23, score: -203.80190106100778, epsilon: 0.3696317918497384, total steps: 29343
episode:428, reward: -17.230983597077678, mean reward: -1.25, score: -210.57517007255635, epsilon: 0.3678468562995495, total steps: 29511
episode:429, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.36783626158091914, total steps: 29512
episode:430, reward: -13.706403999589888, mean reward: -2.68, score: -208.90490441850685, epsilon: 0.36701096065692945, total steps: 29590
episode:431, reward: -28.132592953963183, mean reward: -0.93, score: -201.8799562564914, epsilon: 0.36471569723326197, total steps: 29808
episode:432, reward: -332.15372949432793, mean reward: -332.15, score: -332.15372949432793, epsilon: 0.36470520688486097, total steps: 29809
episode:433, reward: -13.657050688161268, mean reward: -2.01, score: -212.58422663869075, epsilon: 0.3635952106353822, total steps: 29915
episode:434, reward: -12.731986344342351, mean reward: -9.49, score: -208.75885958674638, epsilon: 0.363365325115909, total steps: 29937
episode:435, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.3633548797791617, total steps: 29938
episode:436, reward: -336.60483222206284, mean reward: -336.6, score: -336.60483222206284, epsilon: 0.36334443479058653, total steps: 29939
episode:437, reward: -9.726839725463115, mean reward: -5.01, score: -205.3196160015544, epsilon: 0.3629164898919956, total steps: 29980
episode:438, reward: -26.487774025589246, mean reward: -1.01, score: -203.19868925933775, epsilon: 0.36082695716095603, total steps: 30181
episode:439, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.36081659643506375, total steps: 30182
episode:440, reward: -18.08139049356855, mean reward: -2.04, score: -210.44665091947746, epsilon: 0.3597512892777236, total steps: 30285
episode:441, reward: -7.231083774845556, mean reward: -1.97, score: -200.71198477301775, epsilon: 0.3586999232292775, total steps: 30387
episode:442, reward: -5.240286491408527, mean reward: -1.32, score: -202.84165177421272, epsilon: 0.35711932396568774, total steps: 30541
episode:443, reward: -417.40494231271765, mean reward: -417.4, score: -417.40494231271765, epsilon: 0.35710908682550885, total steps: 30542
episode:444, reward: -5.101611196147563, mean reward: -0.9, score: -204.26716464915188, epsilon: 0.35480422425405816, total steps: 30768
episode:445, reward: -10.30137780833247, mean reward: -6.93, score: -207.9371374132687, epsilon: 0.3544995723811282, total steps: 30798
episode:446, reward: -10.983560591300172, mean reward: -1.09, score: -203.08837886228417, epsilon: 0.352607428355346, total steps: 30985
episode:447, reward: -426.2932621921543, mean reward: -426.29, score: -426.2932621921543, epsilon: 0.3525973416091809, total steps: 30986
episode:448, reward: -10.252116563839156, mean reward: -2.41, score: -204.7817246717508, epsilon: 0.3517411959204261, total steps: 31071
episode:449, reward: -100, mean reward: -5.46, score: -152.96016283685253, epsilon: 0.35145970218840966, total steps: 31099
episode:450, reward: -17.584263829105403, mean reward: -1.1, score: -204.08115469714676, epsilon: 0.3496064208487224, total steps: 31284
episode:451, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.3495964341344736, total steps: 31285
episode:452, reward: -8.809595426435072, mean reward: -0.86, score: -204.9181510364711, epsilon: 0.3472191313720363, total steps: 31524
episode:453, reward: -8.958467700749502, mean reward: -6.15, score: -202.85721243052072, epsilon: 0.34689237007918655, total steps: 31557
episode:454, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.34688247383178894, total steps: 31558
episode:455, reward: -417.42075822293754, mean reward: -417.42, score: -417.42075822293754, epsilon: 0.3468725779142608, total steps: 31559
episode:456, reward: -7.30465149696844, mean reward: -1.31, score: -205.45803316063015, epsilon: 0.34532300301411434, total steps: 31716
episode:457, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.3453131590780804, total steps: 31717
episode:458, reward: -2.7537191366784284, mean reward: -1.65, score: -202.39065501370138, epsilon: 0.3441048538442234, total steps: 31840
episode:459, reward: -417.42145594523913, mean reward: -417.42, score: -417.42145594523913, epsilon: 0.34409505051248507, total steps: 31841
episode:460, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.34408524750751895, total steps: 31842
episode:461, reward: -336.5831450479941, mean reward: -336.58, score: -336.5831450479941, epsilon: 0.34407544482931424, total steps: 31843
episode:462, reward: -100, mean reward: -10.16, score: -223.46319453362622, epsilon: 0.3438598685574001, total steps: 31865
episode:463, reward: -13.07951215940535, mean reward: -2.47, score: -207.8446388111231, epsilon: 0.34303821178174104, total steps: 31949
episode:464, reward: -11.278522884982038, mean reward: -6.46, score: -206.67190020797415, epsilon: 0.342725804336099, total steps: 31981
episode:465, reward: -7.199304751149292, mean reward: -1.42, score: -204.14533263623773, epsilon: 0.3413240872874981, total steps: 32125
episode:466, reward: -5.560151090744198, mean reward: -5.62, score: -202.2074441500191, epsilon: 0.34097470805221974, total steps: 32161
episode:467, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.3409650090569355, total steps: 32162
episode:468, reward: -29.0904203263047, mean reward: -1.62, score: -219.91583138705641, epsilon: 0.3396489529968141, total steps: 32298
episode:469, reward: -19.262690512245506, mean reward: -1.26, score: -202.09414781066317, epsilon: 0.33810827071889143, total steps: 32458
episode:470, reward: -417.55041140018506, mean reward: -417.55, score: -417.55041140018506, epsilon: 0.3380986672699258, total steps: 32459
episode:471, reward: -4.894377653561014, mean reward: -0.79, score: -201.6998099728708, epsilon: 0.3356602067369434, total steps: 32714
episode:472, reward: -426.28882336915945, mean reward: -426.29, score: -426.28882336915945, epsilon: 0.33565068488875055, total steps: 32715
episode:473, reward: -10.763525012499505, mean reward: -1.83, score: -200.99924839147448, epsilon: 0.33460521690676986, total steps: 32825
episode:474, reward: -18.783538443650198, mean reward: -1.98, score: -201.5292226161421, epsilon: 0.3336392023246703, total steps: 32927
episode:475, reward: -15.756596619262874, mean reward: -1.78, score: -200.97260692843912, epsilon: 0.33257283757696743, total steps: 33040
episode:476, reward: -21.06213811011459, mean reward: -1.24, score: -211.0717446084269, epsilon: 0.3309761198037516, total steps: 33210
episode:477, reward: -6.432865100414849, mean reward: -1.2, score: -204.74307976845859, epsilon: 0.3293791117178122, total steps: 33381
episode:478, reward: -336.5463277102819, mean reward: -336.55, score: -336.5463277102819, epsilon: 0.3293697992359638, total steps: 33382
episode:479, reward: -7.337808795267786, mean reward: -1.98, score: -204.11389142384473, epsilon: 0.32841227428367914, total steps: 33485
episode:480, reward: -5.094880072217714, mean reward: -1.07, score: -203.96720797601267, epsilon: 0.3266453468249313, total steps: 33676
